2.189444270635793600e+03,1.708695634121806393e+02,-3.119730847525169111e+02
2.830674606043653057e+03,-4.179913927784646148e+02,9.522225640063481933e+01
3.358997720719037716e+03,-4.339733705922021727e+02,-6.098139187279641646e+02
2.934232888818920856e+03,-8.002656762071858054e+01,6.511489482712988774e+01
3.007713515869978892e+03,-8.049517608361611565e+01,2.131574370511366112e+02
2.693905881305925959e+03,5.542706282015394663e+02,3.565381766206804741e+02
3.956343846130178918e+03,-7.957759742015362008e+02,-1.873541319087365764e+02
3.098956551441186548e+03,2.560195263951339371e+02,1.235663654981486559e+02
3.356018746711577933e+03,-1.781419608173351321e+02,5.148711877968437420e+02
4.546426983049158480e+03,2.055793680168385151e+02,-2.406490299249760938e+03
4.033143675959977827e+03,-8.531264946190617593e+02,3.600315710339174302e+02
3.733544338256014726e+03,-1.679230277416507988e+02,-1.841616444023173926e+02
3.171254719293102880e+03,4.917341960775764846e+02,4.263096325223266376e+02
3.423372436116676454e+03,-6.588231597730143108e+01,1.058739285840902539e+03
4.485021539754565310e+03,-3.165186620703863696e+02,-1.224861915670865528e+03
3.753475755037472936e+03,-1.233609395335122372e+02,1.840127373993063031e+02
4.004983096651200412e+03,-1.138517719085392343e+02,-4.471472359034734723e+02
3.802582259004121624e+03,-2.852239281281327976e+02,7.004625642686803531e+02
4.022103996887678022e+03,4.733972990846169182e+02,-1.376243426864366029e+03
3.341211977054985709e+03,5.703546286782525385e+02,7.180946226799719625e+02
3.841012375559046632e+03,1.513176953021471149e+02,-1.227042662699687980e+02
3.531102508460216995e+03,2.578465476457694194e+02,1.013848091597852658e+03
4.062971507314193332e+03,-9.426810755242698292e+01,-8.096692159612786099e+01
3.839776166352541622e+03,-4.059933340708603282e+02,1.921469963026001551e+03
4.369350181964801777e+03,1.819402642842717910e+02,-1.224604050290130999e+03
3.720365276871116293e+03,1.475153338019765670e+02,9.354759697247586701e+02
3.635716950347487000e+03,5.457604674702079137e+02,3.065496835467662322e+02
3.858147913536229680e+03,1.791224562218332039e+02,4.390628908722561619e+02
4.588881984296564042e+03,-8.751750048178550969e+02,6.058619775815670891e+02
4.062159179728209892e+03,1.397447076812596833e+01,2.574823531871885507e+02
6.836530911558254957e+03,-1.224989069194048625e+03,-2.419636496025460019e+03
3.489257526263125328e+03,5.334370765248763746e+02,2.165879981855582173e+03
4.332885181517581259e+03,-5.494848025195118453e+02,9.661866005939871229e+02
4.183725487412275470e+03,-4.306162816094172285e+01,2.857938696813150159e+02
4.429362630921551499e+03,2.552884583926839923e+02,-9.755660920142815939e+02
4.011749708974785335e+03,5.407784229404342113e+02,-3.196395990227387074e+02
4.398253896888149939e+03,-1.079273441854198268e+02,-4.560726758535054159e+01
4.173113613046336468e+03,1.329723815062671122e+02,2.211449785238499999e+02
3.839112900053204612e+03,3.566500622550350386e+02,1.250232991996992496e+03
5.479102590034486639e+03,-1.633062995404248568e+03,6.220252426706281312e+02
4.052996945596239129e+03,8.887051076838048402e+02,-8.442690997299592937e+02
4.311202314551444033e+03,2.623487003976165965e+01,2.622701340377659562e+02
5.024412697265454881e+03,-5.208545542623071469e+02,-5.102337975429236394e+02
4.826052238772591409e+03,-3.603995149025891465e+02,-3.125378902657530489e+02
4.399881676689537926e+03,-3.202565260115264323e+02,1.048121862738930986e+03
4.025591337626630320e+03,2.179436621439734267e+02,1.352788171463298340e+03
4.365934980349359648e+03,4.842691263519327549e+00,4.411535066255353854e+02
4.205530994465212643e+03,3.952096356076566508e+02,1.427476242965809661e+02
4.365012111747564632e+03,1.152338624294166891e+02,2.993617903391140089e+02
